,dayofmonth,day,hour,temp,pressure,humidity,wind,visibility,dew_point,energy
402,28,4,20,2.98,765.88,89.25,3.58,27.0,1.35,200
403,28,4,21,2.52,765.88,90.58,3.42,27.42,1.08,250
404,28,4,22,2.87,765.7,88.33,4.42,33.0,1.12,170
405,28,4,23,3.06,765.49,86.0,5.0,40.0,0.96,250
406,29,5,0,3.17,765.16,84.75,5.0,40.0,0.82,200
407,29,5,1,3.32,765.1,83.42,5.0,40.0,0.7,260
408,29,5,2,3.49,764.85,82.33,5.42,40.0,0.7,250
409,29,5,3,4.02,764.62,80.83,6.0,40.0,0.95,180
410,29,5,4,4.32,764.67,81.58,6.0,40.0,1.38,240
411,29,5,5,4.42,764.33,81.42,6.83,40.0,1.5,200
412,29,5,6,4.42,764.14,82.0,7.17,40.0,1.62,260
413,29,5,7,4.73,764.03,81.58,6.83,40.0,1.84,170
414,29,5,8,5.07,763.84,81.0,8.0,40.0,2.07,250
415,29,5,9,5.55,763.94,81.42,8.42,40.0,2.59,190
416,29,5,10,6.28,763.88,81.17,8.58,40.0,3.25,250
417,29,5,11,7.05,763.78,81.25,8.42,40.0,4.06,180
418,29,5,12,7.65,763.78,82.17,9.42,40.0,4.78,250
419,29,5,13,8.12,763.35,81.83,10.42,40.0,5.15,180
420,29,5,14,8.3,762.88,83.83,10.58,40.0,5.67,270
421,29,5,15,8.38,762.62,84.58,10.0,40.0,5.9,170
422,29,5,16,8.54,762.38,83.58,10.0,40.0,5.9,280
423,29,5,17,8.68,762.2,83.42,9.58,40.0,6.02,390
424,29,5,18,8.88,762.24,83.17,9.42,40.0,6.16,510
425,29,5,19,9.0,762.26,82.0,10.0,40.0,6.1,530
426,29,5,20,9.04,762.08,82.42,9.58,40.0,6.18,460
427,29,5,21,9.1,761.73,83.0,9.42,40.0,6.3,480
428,29,5,22,9.06,761.17,83.0,10.0,40.0,6.3,420
429,29,5,23,9.04,760.49,82.58,9.58,40.0,6.26,350
430,30,6,0,9.1,759.95,82.0,9.42,40.0,6.16,260
431,30,6,1,8.98,759.27,83.67,10.0,34.17,6.27,200
432,30,6,2,8.88,758.42,84.75,10.42,31.83,6.42,270
433,30,6,3,9.04,757.4,82.58,11.0,40.0,6.26,220
434,30,6,4,8.93,756.45,84.5,11.42,40.0,6.45,210
435,30,6,5,8.62,755.85,90.5,11.58,42.5,7.09,250
436,30,6,6,8.42,755.17,94.0,11.0,37.25,7.46,250
437,30,6,7,8.38,754.53,92.75,11.42,24.58,7.28,190
438,30,6,8,8.54,753.92,90.17,12.0,30.67,7.02,280
439,30,6,9,8.56,753.15,90.25,11.58,31.67,7.02,260
440,30,6,10,8.5,752.55,92.0,11.0,38.75,7.2,340
441,30,6,11,8.54,752.03,92.0,11.0,62.08,7.28,460
442,30,6,12,7.76,752.27,90.13,10.07,40.73,6.28,380
443,30,6,13,6.8,752.8,88.0,9.0,21.0,5.0,90
444,30,6,14,6.43,751.9,91.67,4.33,36.33,5.17,400
445,30,6,15,6.38,752.11,87.42,5.58,35.42,4.42,440
446,30,6,16,6.22,752.42,81.5,6.0,40.0,3.3,490
447,30,6,18,4.95,753.6,81.5,4.0,40.0,2.05,550
448,30,6,19,3.15,754.45,88.25,3.0,30.25,1.38,210
449,30,6,20,2.78,754.47,88.75,3.42,27.83,1.12,590
450,30,6,21,3.02,754.42,85.75,4.42,29.0,0.88,580
451,30,6,22,3.53,754.64,85.67,5.0,28.58,1.28,390
452,30,6,23,4.21,754.7,87.58,5.0,28.42,2.27,280
453,31,7,0,4.42,754.78,86.58,4.58,33.58,2.38,280
454,31,7,1,4.01,754.78,88.08,4.0,40.0,2.2,210
455,31,7,2,3.77,754.68,91.0,4.0,40.0,2.37,270
456,31,7,3,4.17,754.84,90.58,4.0,40.0,2.72,280
457,31,7,4,4.4,754.9,90.42,4.0,40.0,2.94,220
458,31,7,5,4.27,754.65,92.25,4.0,34.17,3.08,280
459,31,7,6,4.18,754.3,94.42,4.0,25.17,3.37,260
460,31,7,7,4.51,754.26,94.58,4.0,25.25,3.72,210
461,31,7,8,4.89,754.24,93.13,4.0,32.63,3.86,580
462,31,7,9,5.04,754.27,92.08,4.08,39.0,3.85,110
463,31,7,10,5.72,753.87,93.0,5.0,33.33,4.62,440
464,31,7,11,6.25,753.62,92.58,5.0,40.0,5.11,600
465,31,7,13,7.27,752.23,95.0,6.0,53.33,6.57,390
466,31,7,14,7.48,751.71,95.83,6.42,50.92,6.87,590
467,31,7,15,7.81,751.09,97.0,7.0,36.83,7.35,690
468,31,7,16,8.47,750.98,97.0,7.0,27.33,8.03,680
469,31,7,17,9.72,751.51,95.75,6.17,28.92,9.06,910
470,31,7,18,10.85,752.05,93.25,5.75,36.25,9.82,600
471,31,7,19,11.68,752.92,91.42,7.58,24.58,10.32,710
472,31,7,20,11.72,753.3,92.75,7.25,33.5,10.55,500
473,31,7,21,11.58,754.07,94.17,8.0,45.33,10.66,600
474,31,7,22,11.53,754.59,94.25,8.0,30.75,10.64,420
475,31,7,23,11.38,755.21,95.17,8.0,36.33,10.62,230
476,1,1,0,11.5,755.83,92.75,8.42,32.42,10.29,270
477,1,1,1,11.38,756.47,91.42,8.17,33.33,10.0,280
478,1,1,2,11.2,756.95,91.58,7.42,40.25,9.92,230
479,1,1,3,10.99,757.63,92.67,7.17,62.58,9.84,290
480,1,1,4,10.87,758.22,92.92,6.83,62.42,9.73,270
481,1,1,5,10.89,758.57,91.67,7.17,60.5,9.58,280
482,1,1,6,10.48,758.92,94.0,6.0,43.67,9.53,220
483,1,1,7,10.38,759.18,92.75,6.25,24.5,9.2,260
484,1,1,8,10.8,759.55,85.0,8.0,22.5,8.35,230
485,1,1,9,11.03,759.8,79.67,8.67,22.33,7.6,360
486,1,1,10,11.14,760.08,76.58,8.0,23.42,7.12,450
487,1,1,11,11.21,760.21,76.08,8.0,24.17,7.02,110
488,1,1,12,11.3,760.05,76.17,9.67,37.67,7.22,170
489,1,1,13,11.31,759.99,76.08,9.92,39.0,7.22,150
490,1,1,14,11.5,759.75,77.5,8.5,34.0,7.65,190
491,1,1,16,11.17,759.97,83.0,10.0,29.33,8.4,100
492,1,1,17,11.37,759.97,79.0,9.33,40.0,7.87,420
493,1,1,18,11.2,760.0,80.0,9.0,40.0,7.87,620
494,1,1,19,10.68,759.88,85.17,9.0,40.0,8.32,430
495,1,1,20,10.42,759.8,88.92,9.0,52.83,8.63,300
496,1,1,21,10.3,759.8,91.33,9.0,56.0,8.87,380
497,1,1,22,10.2,759.8,93.0,9.0,54.0,9.1,310
498,1,1,23,10.14,759.72,94.42,9.0,62.75,9.28,320
499,2,2,0,10.24,759.6,95.0,8.17,53.5,9.44,370
500,2,2,1,10.22,759.56,95.42,6.58,49.25,9.5,300
501,2,2,2,10.27,759.46,94.33,6.83,50.5,9.42,270
502,2,2,3,10.29,759.28,94.92,5.92,41.25,9.51,280
503,2,2,4,9.79,759.02,97.33,4.67,51.33,9.34,270
504,2,2,5,9.42,758.73,94.58,6.58,63.83,8.57,260
505,2,2,6,9.38,758.38,91.92,6.0,54.58,8.15,280
506,2,2,7,9.33,758.12,89.0,6.0,49.17,7.63,330
507,2,2,8,8.85,757.85,92.0,6.0,62.0,7.65,220
508,2,2,9,8.64,757.53,95.83,6.0,53.67,8.02,380
509,2,2,10,8.82,757.26,97.0,6.0,50.75,8.32,400
510,2,2,11,8.83,757.12,96.17,5.58,62.58,8.21,490
511,2,2,12,8.48,756.83,95.0,5.42,62.42,7.72,350
512,2,2,13,8.26,756.39,95.0,5.58,46.33,7.56,350
513,2,2,14,7.91,756.14,93.33,5.42,23.0,6.92,640
514,2,2,15,7.5,756.2,90.17,6.42,30.08,5.98,360
515,2,2,16,7.42,756.28,90.25,6.17,40.0,5.88,390
516,2,2,17,7.3,756.61,91.17,5.0,40.0,5.92,400
517,2,2,18,7.25,757.08,88.25,5.25,40.0,5.45,460
518,2,2,19,6.93,757.68,82.17,6.0,35.42,4.07,750
519,2,2,20,6.58,757.92,81.42,6.0,28.17,3.56,590
520,2,2,21,6.07,758.22,84.08,5.17,26.58,3.5,590
521,2,2,22,5.72,758.44,86.58,4.42,26.83,3.58,540
522,2,2,23,5.69,758.5,85.58,5.42,33.0,3.41,320
523,3,3,0,5.23,758.5,83.75,5.17,40.0,2.67,360
524,3,3,1,4.71,758.5,83.25,4.0,40.0,2.07,390
525,3,3,2,4.38,758.38,86.67,4.0,35.0,2.28,390
526,3,3,3,4.5,758.08,89.0,4.42,33.0,2.84,290
527,3,3,4,4.62,757.82,89.42,4.58,35.42,3.07,360
528,3,3,5,4.68,757.66,89.58,4.0,33.58,3.09,350
529,3,3,6,4.5,757.68,89.83,3.58,40.0,2.92,340
530,3,3,7,4.29,757.97,91.42,3.0,35.42,2.98,400
531,3,3,8,3.97,758.35,91.0,3.25,29.0,2.62,420
532,3,3,9,4.1,759.1,85.5,4.0,29.0,1.85,440
533,3,3,10,4.72,759.57,79.25,4.83,29.0,1.35,310
534,3,3,11,5.4,759.83,72.83,6.33,30.83,0.85,220
535,3,3,12,6.31,760.12,65.25,8.0,40.0,0.16,310
536,3,3,13,6.39,760.12,64.42,7.17,40.0,0.12,550
537,3,3,14,5.3,760.53,79.67,6.0,40.0,1.93,360
538,3,3,15,5.0,761.0,83.5,6.0,40.0,2.4,590
539,3,3,16,5.1,761.2,80.0,6.0,40.0,1.9,180
540,3,3,17,5.37,762.33,80.0,4.67,40.0,2.1,480
541,3,3,18,5.37,762.83,80.0,4.0,40.0,2.1,340
542,3,3,19,5.22,763.51,80.42,3.58,40.0,2.06,790
543,3,3,20,5.02,764.09,81.83,3.0,40.0,2.08,790
544,3,3,21,4.77,764.75,84.25,3.42,40.0,2.28,710
545,3,3,22,4.35,765.22,86.0,3.58,40.0,2.15,510
546,3,3,23,3.67,765.36,86.83,2.58,40.0,1.59,390
547,4,4,0,2.58,765.42,89.67,2.42,35.42,0.97,230
548,4,4,1,1.91,765.72,91.58,3.0,28.58,0.67,270
549,4,4,2,2.12,765.9,90.17,3.0,25.92,0.69,280
550,4,4,3,1.88,765.82,89.0,3.0,25.5,0.27,190
551,4,4,4,1.91,765.49,89.83,3.0,33.58,0.39,280
552,4,4,5,2.41,765.03,91.0,3.42,40.0,1.01,280
553,4,4,6,2.99,764.47,91.42,4.0,35.42,1.68,230
554,4,4,7,3.65,763.75,92.0,4.83,33.58,2.45,300
555,4,4,8,4.0,763.07,93.25,6.0,49.58,3.01,370
556,4,4,9,4.2,762.24,95.4,6.8,60.2,3.54,500
557,4,4,10,4.75,761.62,96.0,7.58,56.42,4.15,320
558,4,4,11,5.6,761.46,96.0,7.0,49.92,5.0,420
559,4,4,13,8.75,761.42,92.08,6.75,28.58,7.48,270
560,4,4,14,9.5,761.58,90.42,6.75,33.58,7.98,620
561,4,4,15,9.75,761.87,88.92,5.83,40.0,8.02,420
562,4,4,16,9.98,762.27,86.42,6.17,40.0,7.86,600
563,4,4,17,9.67,762.71,87.42,5.0,40.0,7.72,630
564,4,4,18,9.35,763.12,88.0,4.83,40.0,7.45,290
565,4,4,19,8.43,763.93,88.33,3.33,40.0,6.6,440
566,4,4,20,7.47,764.57,89.83,2.0,35.0,5.9,600
567,4,4,21,6.48,764.82,92.0,2.0,27.83,5.23,300
568,4,4,22,6.28,765.02,95.75,2.0,27.83,5.61,390
569,4,4,23,7.01,765.2,93.58,2.0,26.5,6.07,340
570,5,5,0,7.18,765.2,94.67,1.58,33.42,6.42,220
571,5,5,1,7.12,765.03,97.83,1.42,40.5,6.81,260
572,5,5,2,7.63,764.8,99.0,2.42,35.83,7.43,290
573,5,5,3,8.27,764.67,98.58,3.42,46.92,8.02,260
574,5,5,4,8.62,764.46,97.58,4.0,55.17,8.24,210
575,5,5,5,8.8,764.19,97.0,4.0,53.5,8.3,280
576,5,5,6,8.76,763.78,97.83,4.0,37.58,8.38,270
577,5,5,7,8.74,763.6,99.0,4.0,30.83,8.54,240
578,5,5,8,8.8,763.64,98.58,4.42,37.42,8.56,310
579,5,5,9,8.88,763.7,98.0,4.58,43.33,8.58,290
580,5,5,10,9.21,763.66,96.33,4.42,34.33,8.66,220
581,5,5,11,9.62,763.47,93.17,5.0,31.25,8.56,420
582,5,5,12,9.8,763.05,91.17,5.0,35.42,8.42,420
583,5,5,13,9.8,762.45,90.0,5.42,33.58,8.26,320
584,5,5,14,9.8,761.85,89.58,6.0,40.0,8.16,220
585,5,5,15,9.8,761.29,89.0,5.58,40.0,8.1,310
586,5,5,16,9.88,760.88,89.42,5.0,40.0,8.22,310
587,5,5,17,9.92,760.53,89.58,4.58,40.0,8.27,410
588,5,5,18,9.73,760.2,89.67,4.33,35.67,8.13,520
589,5,5,19,9.37,759.86,91.47,5.93,25.13,8.01,570
590,5,5,20,8.98,759.49,91.17,6.58,23.0,7.59,550
591,5,5,21,8.72,758.91,90.42,6.0,22.17,7.26,450
592,5,5,22,8.77,758.33,89.33,6.0,28.92,7.12,340
593,5,5,23,9.12,757.77,86.17,5.58,40.0,6.92,190
594,6,6,0,9.42,757.17,84.58,5.0,40.0,6.88,290
595,6,6,1,9.27,756.54,85.25,5.0,40.0,6.92,280
596,6,6,2,8.92,755.86,86.17,4.58,40.0,6.76,270
597,6,6,3,9.18,755.51,84.17,4.83,40.0,6.62,270
598,6,6,4,9.09,754.89,83.42,6.42,40.0,6.42,220
599,6,6,5,8.72,754.47,84.0,6.58,40.0,6.22,280
600,6,6,6,8.56,754.05,84.83,6.0,40.0,6.18,270
601,6,6,7,8.08,753.62,87.25,6.0,35.42,6.09,290
602,6,6,8,7.79,753.5,87.75,6.0,33.58,5.84,270
603,6,6,9,8.32,753.54,85.17,6.42,40.0,5.9,220
604,6,6,10,8.62,753.27,83.58,6.58,40.0,5.94,330
605,6,6,11,9.26,752.51,80.92,7.25,40.0,6.08,330
606,6,6,12,10.07,751.72,77.17,9.42,40.0,6.2,460
607,6,6,13,10.51,750.74,74.75,10.42,40.0,6.16,370
608,6,6,14,10.72,749.72,73.0,10.58,40.0,6.06,370
609,6,6,15,10.7,748.95,72.75,9.5,40.0,6.0,390
610,6,6,16,10.93,748.08,72.5,7.83,40.0,6.05,370
611,6,6,17,10.54,747.09,74.42,7.0,40.0,6.18,180
612,6,6,18,10.37,746.6,73.33,6.67,40.0,5.8,320
613,6,6,19,10.48,745.66,69.5,6.42,40.0,5.08,580
614,6,6,20,11.38,744.44,64.33,8.25,40.0,4.86,570
615,6,6,21,11.57,743.63,63.25,9.58,40.0,4.72,560
616,6,6,22,10.93,743.19,65.42,9.42,40.0,4.56,470
617,6,6,23,10.66,742.78,66.0,9.58,40.0,4.5,400
618,7,7,0,10.72,742.39,65.17,8.58,40.0,4.42,230
619,7,7,1,11.36,741.97,61.5,8.83,40.0,4.13,260
620,7,7,2,11.42,741.51,63.0,9.17,40.0,4.48,270
621,7,7,3,10.14,740.97,74.58,8.0,35.42,5.76,260
622,7,7,4,9.04,741.01,86.42,8.0,25.67,6.82,270
623,7,7,5,8.23,741.63,91.08,7.58,23.5,6.82,250
624,7,7,6,7.58,742.43,87.83,5.75,32.42,5.71,220
625,7,7,7,7.0,743.15,89.42,4.83,40.0,5.34,270
626,7,7,8,6.92,743.79,87.5,6.42,40.0,4.94,300
627,7,7,9,6.88,744.41,84.42,6.58,40.0,4.47,320
628,7,7,10,7.25,744.82,82.92,6.42,35.42,4.58,180
629,7,7,11,7.6,745.29,77.5,7.83,33.58,3.9,360
630,7,7,12,7.93,745.87,73.58,8.58,40.0,3.41,360
631,7,7,13,8.4,746.27,70.5,8.0,40.0,3.24,390
632,7,7,14,8.27,746.58,68.25,7.58,40.0,2.72,260
633,7,7,15,8.31,746.74,67.92,7.83,40.0,2.65,470
634,7,7,16,8.43,747.01,65.42,8.58,40.0,2.26,530
635,7,7,17,7.96,747.18,66.0,8.0,40.0,1.96,570
636,7,7,18,7.58,747.03,66.0,8.0,40.0,1.58,190
637,7,7,19,7.4,747.08,66.25,8.0,40.0,1.48,280
638,7,7,20,7.15,746.47,67.93,8.47,40.0,1.59,580
639,7,7,21,7.4,745.95,69.5,10.0,40.0,2.15,420
640,7,7,22,7.77,745.28,69.58,11.83,40.0,2.54,430
641,7,7,23,7.71,744.2,73.17,13.0,33.75,3.1,480
642,8,1,0,7.59,743.21,77.33,13.0,31.25,3.76,280
643,8,1,1,7.88,742.22,78.33,12.58,40.0,4.24,280
644,8,1,2,7.87,740.98,83.42,12.0,40.0,5.25,270
645,8,1,3,8.1,739.82,87.75,11.58,47.08,6.18,280
646,8,1,4,7.85,739.08,92.17,9.75,42.42,6.62,270
647,8,1,5,7.67,738.99,91.0,7.58,29.5,6.27,210
648,8,1,6,8.48,738.66,85.58,8.25,33.33,6.12,290
649,8,1,7,9.01,738.52,79.25,9.58,25.67,5.56,270
650,8,1,8,8.64,738.65,77.67,9.83,33.0,4.92,430
651,8,1,9,8.67,738.9,74.0,10.0,40.0,4.27,340
652,8,1,10,8.35,738.95,77.67,9.25,49.58,4.64,520
653,8,1,11,8.0,739.3,80.0,11.0,63.0,4.7,160
654,8,1,12,8.63,739.33,72.67,12.0,40.0,3.87,380
655,8,1,13,9.16,739.32,68.25,13.75,40.0,3.52,180
656,8,1,14,7.98,739.75,69.5,10.25,29.5,2.6,200
657,8,1,16,7.94,740.62,72.08,11.58,54.58,3.16,500
658,8,1,17,7.92,741.02,74.0,11.83,58.5,3.52,370
659,8,1,19,7.75,742.25,70.5,12.0,32.5,2.65,450
660,8,1,20,7.74,742.89,69.58,10.75,24.17,2.5,610
661,8,1,21,7.72,743.59,69.0,9.42,24.25,2.42,510
662,8,1,22,7.35,744.17,71.08,10.42,27.25,2.47,410
663,8,1,23,6.75,744.52,76.5,11.0,26.08,2.91,340
664,9,2,0,6.32,744.74,79.58,10.58,24.5,2.99,280
665,9,2,1,6.24,744.8,79.0,9.17,33.0,2.74,290
666,9,2,2,6.3,744.72,81.08,8.42,40.0,3.18,250
667,9,2,3,6.3,744.31,82.75,9.0,35.42,3.53,220
668,9,2,4,6.26,743.61,80.17,8.58,28.58,3.09,280
669,9,2,5,6.12,742.95,79.42,8.0,27.17,2.76,270
670,9,2,6,6.17,742.14,80.0,8.0,26.42,2.87,280
671,9,2,7,6.4,740.83,81.67,6.75,26.58,3.39,310
672,9,2,8,6.23,739.19,87.75,5.0,40.58,4.26,290
673,9,2,9,5.77,737.17,93.0,4.53,61.93,4.71,610
674,9,2,10,5.42,735.57,93.67,3.67,63.0,4.52,420
675,9,2,11,5.0,732.4,97.83,3.25,45.08,4.68,670
676,9,2,12,5.0,731.0,99.0,5.0,20.0,4.8,170
677,9,2,13,4.77,729.42,98.58,4.0,28.42,4.52,530
678,9,2,14,4.48,730.0,97.75,5.67,41.75,4.11,760
679,9,2,15,3.84,731.41,95.58,6.75,52.25,3.16,320
680,9,2,16,3.58,733.19,93.33,5.42,35.0,2.52,670
681,9,2,17,4.18,734.63,91.83,5.17,33.0,2.95,760
682,9,2,18,4.17,735.43,93.0,4.0,40.0,3.13,630
683,9,2,19,3.63,736.57,93.0,4.67,40.0,2.6,360
684,9,2,20,3.38,737.09,93.0,5.42,40.0,2.33,900
685,9,2,21,3.41,737.62,92.17,6.83,40.0,2.18,810
686,9,2,22,3.58,738.05,89.75,7.17,40.0,2.01,670
687,9,2,23,3.23,738.52,88.0,6.0,40.0,1.43,420
688,10,3,0,3.12,738.82,88.0,6.83,50.0,1.32,420
689,10,3,1,3.26,738.96,88.42,7.58,54.0,1.5,430
690,10,3,2,3.28,738.9,89.0,7.83,40.0,1.62,400
691,10,3,3,3.07,738.94,90.25,9.42,40.0,1.63,410
692,10,3,4,2.56,739.08,92.42,9.17,40.0,1.44,400
693,10,3,5,2.5,739.28,93.42,7.58,40.0,1.54,390
694,10,3,6,2.5,739.44,94.0,7.0,40.0,1.6,410
695,10,3,7,2.67,739.67,94.0,6.58,40.0,1.77,340
696,10,3,8,3.23,740.02,94.0,6.0,40.0,2.33,530
697,10,3,9,3.95,740.41,93.17,6.0,40.0,2.92,530
698,10,3,10,4.72,740.91,91.17,5.58,40.0,3.35,560
699,10,3,11,5.38,741.45,89.17,4.58,40.0,3.66,610
700,10,3,12,5.21,741.84,90.08,5.25,35.0,3.68,520
701,10,3,13,5.01,742.07,93.0,6.58,28.42,3.97,380
702,10,3,14,5.55,742.55,90.92,5.58,33.58,4.12,480
703,10,3,15,6.07,743.02,85.92,4.58,40.0,3.83,660
704,10,3,16,6.05,743.45,86.33,4.42,40.0,3.89,590
705,10,3,17,5.45,744.17,91.0,4.58,40.0,4.09,480
706,10,3,18,5.06,744.75,91.33,3.92,41.92,3.8,210
707,10,3,19,4.77,745.55,93.33,2.58,48.83,3.76,670
708,10,3,20,4.93,746.03,92.33,2.0,26.33,3.8,670
709,10,3,21,4.8,746.51,95.0,2.42,21.83,4.0,750
710,10,3,22,4.68,746.92,94.58,3.0,22.58,3.83,640
711,10,3,23,3.96,747.18,95.25,3.0,39.08,3.22,430
712,11,4,0,3.49,747.47,97.42,3.0,63.42,3.08,270
713,11,4,1,3.94,747.82,97.58,3.0,46.08,3.56,320
714,11,4,2,4.0,748.08,97.0,3.0,39.33,3.5,320
715,11,4,3,3.38,748.37,97.0,3.0,63.75,2.92,260
716,11,4,4,2.25,748.6,97.42,3.0,62.0,1.89,280
717,11,4,5,1.82,748.6,98.42,3.0,62.0,1.56,300
718,11,4,6,1.7,748.68,99.0,3.42,60.75,1.5,280
719,11,4,7,1.53,748.8,98.58,3.58,59.83,1.29,270
720,11,4,8,1.7,748.93,97.67,3.0,61.67,1.37,300
721,11,4,9,2.92,749.28,96.58,3.42,63.42,2.43,440
722,11,4,10,3.67,749.43,95.33,4.0,64.0,2.97,310
723,11,4,11,4.8,749.45,91.0,4.0,42.0,3.45,580
724,11,4,12,5.35,749.32,88.42,4.42,22.08,3.59,730
725,11,4,13,5.04,749.08,86.92,5.0,31.25,3.01,500
726,11,4,14,5.35,748.82,85.25,4.58,40.0,3.02,640
727,11,4,15,5.52,748.7,85.83,2.83,40.0,3.31,450
728,11,4,16,5.28,748.66,87.92,1.58,50.42,3.43,650
729,11,4,17,4.57,748.6,93.0,1.33,56.67,3.53,560
730,11,4,19,3.46,748.7,95.42,2.17,32.08,2.8,760
731,11,4,20,2.62,748.74,96.42,1.42,39.33,2.1,750
732,11,4,21,3.0,748.72,96.58,2.0,47.08,2.52,790
733,11,4,22,3.2,748.43,96.0,2.42,23.67,2.6,510
734,11,4,23,2.71,748.16,95.58,3.0,25.58,2.02,350
735,12,5,0,3.0,747.97,95.0,2.58,23.33,2.24,400
736,12,5,1,2.79,747.59,94.58,2.0,22.67,2.01,260
737,12,5,2,2.46,747.13,93.58,2.42,23.75,1.52,330
738,12,5,3,1.86,746.82,93.83,2.58,38.67,0.98,330
739,12,5,4,1.56,746.58,95.0,2.42,62.83,0.86,340
740,12,5,5,2.41,746.19,95.0,3.0,63.17,1.71,240
741,12,5,6,2.62,745.61,95.0,3.42,62.42,1.88,320
742,12,5,7,2.46,745.08,94.17,4.42,45.5,1.58,400
743,12,5,8,2.52,744.73,92.17,4.58,23.5,1.4,290
744,12,5,9,2.82,744.33,88.92,4.0,32.42,1.19,290
745,12,5,10,3.38,743.89,83.08,4.83,40.0,0.73,410
746,12,5,11,4.12,743.45,78.0,5.75,40.0,0.55,230
747,12,5,12,4.47,742.33,73.67,5.67,40.0,0.1,280
748,12,5,13,4.92,741.71,70.08,5.58,40.0,-0.2,380
749,12,5,14,5.97,740.8,66.0,5.0,40.0,-0.03,110
750,12,5,15,5.96,740.62,66.0,5.0,40.0,-0.04,570
751,12,5,16,5.52,740.5,67.25,4.58,40.0,-0.18,550
752,12,5,17,4.12,740.68,74.25,4.0,40.0,-0.12,540
753,12,5,18,3.3,740.96,78.8,3.6,40.0,-0.08,550
754,12,5,19,2.79,741.24,81.25,3.0,40.0,-0.16,650
755,12,5,20,2.38,741.3,83.0,2.58,40.0,-0.22,610
756,12,5,21,2.2,741.3,84.25,1.58,40.0,-0.23,620
757,12,5,22,1.78,741.34,88.08,1.42,34.17,-0.08,370
758,12,5,23,1.28,741.48,90.17,2.0,26.0,-0.2,340
759,13,6,0,1.23,741.56,89.42,1.58,25.17,-0.28,380
760,13,6,1,0.71,741.25,90.42,1.42,23.58,-0.65,320
761,13,6,2,0.05,740.73,91.42,2.0,22.58,-1.17,240
762,13,6,3,0.03,740.33,92.0,2.0,22.42,-1.11,310
763,13,6,4,0.83,739.97,89.92,2.42,23.42,-0.7,290
764,13,6,5,1.22,739.63,87.42,2.58,23.58,-0.7,310
765,13,6,6,1.35,739.11,87.58,2.0,23.42,-0.53,220
766,13,6,7,1.24,738.41,89.5,2.0,40.67,-0.34,290
767,13,6,8,0.89,737.79,92.17,2.0,45.67,-0.23,360
768,13,6,9,1.7,737.13,89.33,2.33,21.67,0.1,340
769,13,6,10,2.71,736.11,85.17,3.42,25.42,0.42,370
770,13,6,11,3.0,735.7,84.0,4.0,26.0,0.6,50
771,13,6,12,2.93,734.5,92.0,5.0,64.0,1.77,330
772,13,6,13,3.08,733.48,94.42,4.58,62.83,2.22,650
773,13,6,14,3.41,732.52,95.0,4.42,63.58,2.61,590
774,13,6,15,3.74,731.79,95.0,5.0,45.5,2.94,460
775,13,6,16,3.76,731.33,95.0,5.0,20.58,2.96,520
776,13,6,17,3.62,731.02,95.42,5.0,30.0,2.9,480
777,13,6,18,3.5,730.92,96.0,5.0,47.5,2.9,350
778,13,6,19,3.5,731.1,96.0,4.5,64.5,2.9,550
779,13,6,20,3.42,731.32,96.42,4.0,59.83,2.9,480
780,13,6,21,3.22,731.62,97.42,3.58,51.5,2.86,440
781,13,6,22,3.06,731.97,98.0,2.58,43.42,2.76,310
782,13,6,23,2.96,732.49,98.0,2.0,34.5,2.66,340
783,14,7,0,2.82,733.02,98.42,2.42,24.75,2.6,320
784,14,7,1,2.7,733.24,99.0,2.58,17.25,2.6,320
785,14,7,2,2.7,733.47,98.58,2.0,26.92,2.52,330
786,14,7,3,2.7,733.91,97.58,2.0,37.58,2.36,280
787,14,7,4,2.62,734.28,96.17,2.0,44.92,2.09,350
788,14,7,5,2.5,734.52,95.42,2.42,53.08,1.84,340
789,14,7,6,2.46,734.82,96.42,2.58,46.08,1.94,320
790,14,7,7,2.4,735.17,97.0,1.58,40.33,2.0,270
791,14,7,8,2.44,735.57,97.0,1.0,36.75,2.0,480
792,14,7,9,2.6,736.05,96.0,1.5,35.5,2.0,480
793,14,7,10,2.7,736.55,95.0,2.42,38.5,1.96,470
794,14,7,11,2.9,737.3,95.0,2.33,46.67,2.17,340
795,14,7,12,3.1,737.6,93.0,2.33,54.33,2.1,480
796,14,7,13,3.36,738.27,88.42,3.0,64.42,1.64,370
797,14,7,14,3.36,738.81,88.42,3.0,64.0,1.6,610
798,14,7,15,3.26,739.43,89.83,3.42,64.0,1.72,640
799,14,7,16,2.99,740.28,91.83,4.0,63.58,1.78,630
800,14,7,17,2.78,741.13,93.0,4.0,63.0,1.72,680
801,14,7,18,2.92,741.82,92.5,3.75,52.75,1.85,440
802,14,7,19,2.82,743.08,88.67,4.75,26.08,1.12,480
803,14,7,20,2.52,743.87,87.0,6.0,28.63,0.52,610
804,14,7,21,2.2,744.83,88.67,5.17,24.67,0.45,800
805,14,7,22,2.28,745.59,91.83,4.0,20.42,1.05,600
806,14,7,23,2.48,746.38,92.58,4.42,22.25,1.4,290
807,15,1,0,2.56,747.28,92.42,5.42,40.67,1.44,350
808,15,1,1,2.46,748.13,93.0,6.0,64.0,1.42,310
809,15,1,2,2.44,749.06,93.0,6.0,54.0,1.34,340
810,15,1,3,2.46,750.08,93.0,6.0,35.42,1.36,350
811,15,1,4,2.36,751.1,91.33,6.42,26.5,1.05,270
